"Arrival Block Detail","Departure Block Detail","Touchdown Time","Take Off Time","Arrival Time Actual","Departure Time Actual","Departure Time Scheduled","Arrival Time Scheduled","Delay main reason","Total Delay","First Departure Time","Departure Block Hour","Arrival Time Block","Day Of Week","Flight Date","Airline ID","Airline Code","Aircraft Tail ID","Flight Number","Origin Airport ID","Origin City ID","Origin Airport Code","Origin City Name","Origin State Abr","Origin State Name","Destination Airport ID","Destination City ID","Destination Airport Code","Destination City Name","Destination State Abr","Destination State Name","Departure Delay","Taxi Out","Taxi In","Arrival Delay","Fly Time Scheduled","Fly Time Actual","Distance Miles","Distance Group","Carrier Delay","Weather Delay","Airport Delay","Security Delay","Late Aircraft Delay","Distance Group Name"
"07:00 - 07:59","06:00 - 06:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Airport System","200","2023-12-04 00:00:00","6","7","1","2023-12-04 00:00:00","19393","WN","N8322X","776","1457002","34570","RNO","Reno, NV","NV","Nevada","1379610","32457","OAK","Oakland, CA","CA","California","220","8","4","200","75","55","181","1","0","0","200","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Fly Time","0","2023-12-04 00:00:00","6","7","1","2023-12-04 00:00:00","19393","WN","N8762Q","672","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","1275804","32758","KOA","Kona, HI","HI","Hawaii","2","14","4","-2","50","46","163","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Fly Time","0","2023-12-04 00:00:00","6","7","1","2023-12-04 00:00:00","19393","WN","N8788L","568","1275804","32758","KOA","Kona, HI","HI","Hawaii","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","0","16","4","2","50","52","163","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Fly Time","0","2023-12-04 00:00:00","6","7","1","2023-12-04 00:00:00","19393","WN","N203WN","3413","1125904","30194","DAL","Dallas, TX","TX","Texas","1468305","33214","SAT","San Antonio, TX","TX","Texas","1","9","4","-5","65","59","247","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-12-05 00:00:00","2023-12-05 00:00:00","2023-12-04 00:00:00","2023-12-05 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Fly Time","0","2023-12-04 00:00:00","6","7","1","2023-12-04 00:00:00","19393","WN","N8789Q","3786","1319801","33198","MCI","Kansas City, MO","MO","Missouri","1501606","31123","STL","St. Louis, MO","MO","Missouri","-2","26","5","10","60","72","237","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","Fly Time","0","2023-12-11 00:00:00","6","7","1","2023-12-11 00:00:00","19393","WN","N223WN","419","1169706","32467","FLL","Fort Lauderdale, FL","FL","Florida","1320402","31454","MCO","Orlando, FL","FL","Florida","1","8","15","-4","60","55","177","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","Fly Time","0","2023-12-11 00:00:00","6","7","1","2023-12-11 00:00:00","19393","WN","N8708Q","595","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","1383002","33830","OGG","Kahului, HI","HI","Hawaii","1","15","5","-2","45","42","100","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","Fly Time","0","2023-12-11 00:00:00","6","7","1","2023-12-11 00:00:00","19393","WN","N8539V","1316","1393102","33667","ORF","Norfolk, VA","VA","Virginia","1082106","30852","BWI","Baltimore, MD","MD","Maryland","6","10","4","-4","60","50","159","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","Carrier","27","2023-12-11 00:00:00","6","7","1","2023-12-11 00:00:00","19393","WN","N7731A","369","1042302","30423","AUS","Austin, TX","TX","Texas","1219103","31453","HOU","Houston, TX","TX","Texas","25","24","3","27","55","57","148","1","25","0","2","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","Fly Time","0","2023-12-11 00:00:00","6","7","1","2023-12-11 00:00:00","19393","WN","N8875B","1636","1219103","31453","HOU","Houston, TX","TX","Texas","1125904","30194","DAL","Dallas, TX","TX","Texas","1","9","6","-10","70","59","239","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","07:00 - 07:59","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","Fly Time","0","2023-11-27 00:00:00","7","7","1","2023-11-27 00:00:00","19393","WN","N7861J","1030","1119302","33105","CVG","Cincinnati, OH","KY","Kentucky","1323202","30977","MDW","Chicago, IL","IL","Illinois","7","21","5","8","70","71","249","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","07:00 - 07:59","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","Fly Time","0","2023-11-27 00:00:00","7","7","1","2023-11-27 00:00:00","19393","WN","N299WN","882","1039707","30397","ATL","Atlanta, GA","GA","Georgia","1069302","30693","BNA","Nashville, TN","TN","Tennessee","16","17","5","14","65","63","214","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","07:00 - 07:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Carrier","338","2023-12-04 00:00:00","7","7","1","2023-12-04 00:00:00","19393","WN","N7858A","665","1463502","31714","RSW","Fort Myers, FL","FL","Florida","1320402","31454","MCO","Orlando, FL","FL","Florida","312","46","7","338","55","81","133","1","312","0","26","0","0","Less Than 250 Miles"
"07:00 - 07:59","07:00 - 07:59","2023-12-12 00:00:00","2023-12-12 00:00:00","2023-12-11 00:00:00","2023-12-12 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","Fly Time","0","2023-12-11 00:00:00","7","7","1","2023-12-11 00:00:00","19393","WN","N8637A","1181","1198603","31986","GRR","Grand Rapids, MI","MI","Michigan","1323202","30977","MDW","Chicago, IL","IL","Illinois","-9","35","4","6","65","80","137","1","0","0","0","0","0","Less Than 250 Miles"
"08:00 - 08:59","07:00 - 07:59","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","Fly Time","0","2023-11-27 00:00:00","7","8","1","2023-11-27 00:00:00","19393","WN","N8507C","1045","1042302","30423","AUS","Austin, TX","TX","Texas","1125904","30194","DAL","Dallas, TX","TX","Texas","1","18","3","-4","60","55","189","1","0","0","0","0","0","Less Than 250 Miles"
"08:00 - 08:59","07:00 - 07:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Fly Time","0","2023-12-04 00:00:00","7","8","1","2023-12-04 00:00:00","19393","WN","N7869A","1833","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1389101","32575","ONT","Ontario, CA","CA","California","18","9","3","4","60","46","197","1","0","0","0","0","0","Less Than 250 Miles"
"08:00 - 08:59","07:00 - 07:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Airport System","33","2023-12-04 00:00:00","7","8","1","2023-12-04 00:00:00","19393","WN","N266WN","3266","1125904","30194","DAL","Dallas, TX","TX","Texas","1226603","31453","IAH","Houston, TX","TX","Texas","13","8","42","33","70","90","216","1","13","0","20","0","0","Less Than 250 Miles"
"08:00 - 08:59","07:00 - 07:59","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","Carrier","69","2023-12-11 00:00:00","7","8","1","2023-12-11 00:00:00","19393","WN","N8548P","2146","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1295407","32575","LGB","Long Beach, CA","CA","California","82","16","3","69","75","62","231","1","69","0","0","0","0","Less Than 250 Miles"
"08:00 - 08:59","07:00 - 07:59","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","Fly Time","0","2023-12-11 00:00:00","7","8","1","2023-12-11 00:00:00","19393","WN","N8530W","1369","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1289208","32575","LAX","Los Angeles, CA","CA","California","8","17","4","1","70","63","236","1","0","0","0","0","0","Less Than 250 Miles"
"08:00 - 08:59","07:00 - 07:59","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","Airport System","30","2023-12-11 00:00:00","7","8","1","2023-12-11 00:00:00","19393","WN","N8725L","159","1110902","30189","COS","Colorado Springs, CO","CO","Colorado","1129202","30325","DEN","Denver, CO","CO","Colorado","11","45","5","30","55","74","73","1","11","0","19","0","0","Less Than 250 Miles"
"08:00 - 08:59","07:00 - 07:59","2023-12-12 00:00:00","2023-12-12 00:00:00","2023-12-11 00:00:00","2023-12-12 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","Fly Time","0","2023-12-11 00:00:00","7","8","1","2023-12-11 00:00:00","19393","WN","N8859Q","2447","1042302","30423","AUS","Austin, TX","TX","Texas","1125904","30194","DAL","Dallas, TX","TX","Texas","-5","20","4","3","60","68","189","1","0","0","0","0","0","Less Than 250 Miles"
"08:00 - 08:59","08:00 - 08:59","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","Fly Time","0","2023-12-11 00:00:00","8","8","1","2023-12-11 00:00:00","19393","WN","N242WN","2081","1143302","31295","DTW","Detroit, MI","MI","Michigan","1323202","30977","MDW","Chicago, IL","IL","Illinois","3","11","6","-16","80","61","228","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","07:00 - 07:59","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","Fly Time","0","2023-11-27 00:00:00","7","9","1","2023-11-27 00:00:00","19393","WN","N949WN","2997","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1080003","32575","BUR","Burbank, CA","CA","California","1","9","2","-7","70","62","223","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","07:00 - 07:59","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","Fly Time","0","2023-11-27 00:00:00","7","9","1","2023-11-27 00:00:00","19393","WN","N7880D","2809","1295407","32575","LGB","Long Beach, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","2","10","4","-15","70","53","231","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","07:00 - 07:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Fly Time","0","2023-12-04 00:00:00","7","9","1","2023-12-04 00:00:00","19393","WN","N464WN","830","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1080003","32575","BUR","Burbank, CA","CA","California","1","15","4","-12","75","62","223","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","07:00 - 07:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Fly Time","0","2023-12-04 00:00:00","7","9","1","2023-12-04 00:00:00","19393","WN","N7827A","459","1490803","32575","SNA","Santa Ana, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1","20","8","-8","80","71","226","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","Fly Time","0","2023-11-27 00:00:00","8","9","1","2023-11-27 00:00:00","19393","WN","N497WN","901","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1490803","32575","SNA","Santa Ana, CA","CA","California","6","10","3","-12","70","52","226","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","Fly Time","0","2023-11-27 00:00:00","8","9","1","2023-11-27 00:00:00","19393","WN","N1801U","1190","1275804","32758","KOA","Kona, HI","HI","Hawaii","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","1","11","3","4","50","53","163","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","Fly Time","0","2023-11-27 00:00:00","8","9","1","2023-11-27 00:00:00","19393","WN","N8741L","3751","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","1275804","32758","KOA","Kona, HI","HI","Hawaii","2","15","4","-4","55","49","163","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","Fly Time","0","2023-11-27 00:00:00","8","9","1","2023-11-27 00:00:00","19393","WN","N214WN","462","1379610","32457","OAK","Oakland, CA","CA","California","1457002","34570","RNO","Reno, NV","NV","Nevada","3","8","4","-10","60","47","181","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","Late Aircraft","21","2023-11-27 00:00:00","8","9","1","2023-11-27 00:00:00","19393","WN","N968WN","3493","1219103","31453","HOU","Houston, TX","TX","Texas","1042302","30423","AUS","Austin, TX","TX","Texas","39","9","6","21","60","42","148","1","0","0","0","0","21","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","Fly Time","0","2023-11-27 00:00:00","8","9","1","2023-11-27 00:00:00","19393","WN","N8830Q","487","1082106","30852","BWI","Baltimore, MD","MD","Maryland","1393102","33667","ORF","Norfolk, VA","VA","Virginia","7","24","4","8","60","61","159","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Fly Time","0","2023-12-04 00:00:00","8","9","1","2023-12-04 00:00:00","19393","WN","N8328A","948","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1389101","32575","ONT","Ontario, CA","CA","California","3","17","5","-1","60","56","197","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Fly Time","0","2023-12-04 00:00:00","8","9","1","2023-12-04 00:00:00","19393","WN","N788SA","408","1289208","32575","LAX","Los Angeles, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","3","9","5","-8","70","59","236","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Fly Time","0","2023-12-04 00:00:00","8","9","1","2023-12-04 00:00:00","19393","WN","N8811L","2219","1295407","32575","LGB","Long Beach, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","11","9","6","0","70","59","231","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Fly Time","0","2023-12-04 00:00:00","8","9","1","2023-12-04 00:00:00","19393","WN","N8507C","2591","1125904","30194","DAL","Dallas, TX","TX","Texas","1537002","34653","TUL","Tulsa, OK","OK","Oklahoma","8","13","5","1","65","58","238","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Fly Time","0","2023-12-04 00:00:00","8","9","1","2023-12-04 00:00:00","19393","WN","N8544Z","3493","1219103","31453","HOU","Houston, TX","TX","Texas","1042302","30423","AUS","Austin, TX","TX","Texas","6","10","3","-5","55","44","148","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Fly Time","0","2023-12-04 00:00:00","8","9","1","2023-12-04 00:00:00","19393","WN","N7821L","8","1219103","31453","HOU","Houston, TX","TX","Texas","1125904","30194","DAL","Dallas, TX","TX","Texas","6","16","4","4","65","63","239","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Airport System","17","2023-12-04 00:00:00","8","9","1","2023-12-04 00:00:00","19393","WN","N7744A","5","1125904","30194","DAL","Dallas, TX","TX","Texas","1219103","31453","HOU","Houston, TX","TX","Texas","27","10","5","17","70","60","239","1","0","0","16","0","1","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Fly Time","0","2023-12-04 00:00:00","8","9","1","2023-12-04 00:00:00","19393","WN","N8642E","2868","1219103","31453","HOU","Houston, TX","TX","Texas","1468305","33214","SAT","San Antonio, TX","TX","Texas","12","11","5","8","60","56","192","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-12-05 00:00:00","2023-12-05 00:00:00","2023-12-04 00:00:00","2023-12-05 00:00:00","2023-12-04 00:00:00","2023-12-04 00:00:00","Fly Time","0","2023-12-04 00:00:00","8","9","1","2023-12-04 00:00:00","19393","WN","N8762Q","1190","1275804","32758","KOA","Kona, HI","HI","Hawaii","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","-6","17","4","2","50","58","163","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","Fly Time","0","2023-12-11 00:00:00","8","9","1","2023-12-11 00:00:00","19393","WN","N7839A","2054","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1080003","32575","BUR","Burbank, CA","CA","California","4","22","1","2","70","68","223","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","Airport System","15","2023-12-11 00:00:00","8","9","1","2023-12-11 00:00:00","19393","WN","N8653A","2119","1082106","30852","BWI","Baltimore, MD","MD","Maryland","1239103","31703","ISP","Islip, NY","NY","New York","0","38","3","15","70","85","220","1","0","0","15","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","Fly Time","0","2023-12-11 00:00:00","8","9","1","2023-12-11 00:00:00","19393","WN","N922WN","8","1219103","31453","HOU","Houston, TX","TX","Texas","1125904","30194","DAL","Dallas, TX","TX","Texas","17","6","2","2","65","50","239","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","Fly Time","0","2023-12-11 00:00:00","8","9","1","2023-12-11 00:00:00","19393","WN","N8796L","2868","1219103","31453","HOU","Houston, TX","TX","Texas","1468305","33214","SAT","San Antonio, TX","TX","Texas","18","11","4","13","60","55","192","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","08:00 - 08:59","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","2023-12-11 00:00:00","Fly Time","0","2023-12-11 00:00:00","8","9","1","2023-12-11 00:00:00","19393","WN","N8807L","1919","1125904","30194","DAL","Dallas, TX","TX","Texas","1042302","30423","AUS","Austin, TX","TX","Texas","2","9","5","-11","60","47","189","1","0","0","0","0","0","Less Than 250 Miles"
"09:00 - 09:59","09:00 - 09:59","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","2023-11-27 00:00:00","Fly Time","0","2023-11-27 00:00:00","9","9","1","2023-11-27 00:00:00","19393","WN","N8766T","1242","1240203","32402","ITO","Hilo, HI","HI","Hawaii","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","1","12","4","4","55","58","216","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","Fly Time","0","2023-01-16 00:00:00","6","7","1","2023-01-16 00:00:00","19393","WN","N958WN","1146","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1080003","32575","BUR","Burbank, CA","CA","California","5","19","1","-1","75","69","223","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","Fly Time","0","2023-01-16 00:00:00","6","7","1","2023-01-16 00:00:00","19393","WN","N8612K","2737","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1289208","32575","LAX","Los Angeles, CA","CA","California","6","15","7","3","70","67","236","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","Fly Time","0","2023-01-16 00:00:00","6","7","1","2023-01-16 00:00:00","19393","WN","N8729H","1228","1240203","32402","ITO","Hilo, HI","HI","Hawaii","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","1","10","5","-2","55","52","216","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","Fly Time","0","2023-01-16 00:00:00","6","7","1","2023-01-16 00:00:00","19393","WN","N8772M","1253","1275804","32758","KOA","Kona, HI","HI","Hawaii","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","1","20","6","6","50","55","163","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","Fly Time","0","2023-01-16 00:00:00","6","7","1","2023-01-16 00:00:00","19393","WN","N8659D","944","1143302","31295","DTW","Detroit, MI","MI","Michigan","1323202","30977","MDW","Chicago, IL","IL","Illinois","2","27","5","-9","95","84","228","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","Fly Time","0","2023-01-16 00:00:00","6","7","1","2023-01-16 00:00:00","19393","WN","N445WN","1351","1393102","33667","ORF","Norfolk, VA","VA","Virginia","1082106","30852","BWI","Baltimore, MD","MD","Maryland","4","10","4","-6","60","50","159","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","Fly Time","0","2023-01-16 00:00:00","6","7","1","2023-01-16 00:00:00","19393","WN","N558WN","2067","1468305","33214","SAT","San Antonio, TX","TX","Texas","1219103","31453","HOU","Houston, TX","TX","Texas","4","19","5","-2","65","59","192","1","0","0","0","0","0","Less Than 250 Miles"
"07:00 - 07:59","06:00 - 06:59","2023-01-17 00:00:00","2023-01-17 00:00:00","2023-01-16 00:00:00","2023-01-17 00:00:00","2023-01-16 00:00:00","2023-01-16 00:00:00","Fly Time","0","2023-01-16 00:00:00","6","7","1","2023-01-16 00:00:00","19393","WN","N8792Q","1045","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","1240203","32402","ITO","Hilo, HI","HI","Hawaii","-2","27","4","7","60","69","216","1","0","0","0","0","0","Less Than 250 Miles"
