"Arrival Block Detail","Departure Block Detail","Touchdown Time","Take Off Time","Arrival Time Actual","Departure Time Actual","Departure Time Scheduled","Arrival Time Scheduled","Delay main reason","Total Delay","First Departure Time","Departure Block Hour","Arrival Time Block","Day Of Week","Flight Date","Airline ID","Airline Code","Aircraft Tail ID","Flight Number","Origin Airport ID","Origin City ID","Origin Airport Code","Origin City Name","Origin State Abr","Origin State Name","Destination Airport ID","Destination City ID","Destination Airport Code","Destination City Name","Destination State Abr","Destination State Name","Departure Delay","Taxi Out","Taxi In","Arrival Delay","Fly Time Scheduled","Fly Time Actual","Distance Miles","Distance Group","Carrier Delay","Weather Delay","Airport Delay","Security Delay","Late Aircraft Delay","Distance Group Name"
"10:00 - 10:59","09:00 - 09:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","9","10","1","2023-08-07 00:00:00","19393","WN","N247WN","1906","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1080003","32575","BUR","Burbank, CA","CA","California","9","12","4","-1","70","60","223","1","0","0","0","0","0","Less Than 250 Miles"
"10:00 - 10:59","09:00 - 09:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","9","10","1","2023-08-07 00:00:00","19393","WN","N8734Q","1190","1383002","33830","OGG","Kahului, HI","HI","Hawaii","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","4","8","4","0","50","46","100","1","0","0","0","0","0","Less Than 250 Miles"
"10:00 - 10:59","09:00 - 09:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","9","10","1","2023-08-07 00:00:00","19393","WN","N8726H","1184","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","1298202","32982","LIH","Lihue, HI","HI","Hawaii","1","10","4","-14","50","35","102","1","0","0","0","0","0","Less Than 250 Miles"
"10:00 - 10:59","09:00 - 09:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Late Aircraft","69","2023-08-07 00:00:00","9","10","1","2023-08-07 00:00:00","19393","WN","N8630B","382","1393102","33667","ORF","Norfolk, VA","VA","Virginia","1082106","30852","BWI","Baltimore, MD","MD","Maryland","77","10","4","69","60","52","159","1","2","0","0","0","67","Less Than 250 Miles"
"10:00 - 10:59","09:00 - 09:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","9","10","1","2023-08-07 00:00:00","19393","WN","N7736A","4636","1289208","32575","LAX","Los Angeles, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","16","12","5","1","75","60","236","1","0","0","0","0","0","Less Than 250 Miles"
"10:00 - 10:59","09:00 - 09:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","9","10","1","2023-08-07 00:00:00","19393","WN","N7889A","3313","1080003","32575","BUR","Burbank, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1","15","5","-7","70","62","223","1","0","0","0","0","0","Less Than 250 Miles"
"10:00 - 10:59","09:00 - 09:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","9","10","1","2023-08-07 00:00:00","19393","WN","N8318F","736","1114008","31140","CRP","Corpus Christi, TX","TX","Texas","1219103","31453","HOU","Houston, TX","TX","Texas","2","14","6","-5","60","53","187","1","0","0","0","0","0","Less Than 250 Miles"
"10:00 - 10:59","10:00 - 10:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","10","10","1","2023-08-07 00:00:00","19393","WN","N7876A","1799","1119302","33105","CVG","Cincinnati, OH","KY","Kentucky","1323202","30977","MDW","Chicago, IL","IL","Illinois","5","9","4","1","70","66","249","1","0","0","0","0","0","Less Than 250 Miles"
"11:00 - 11:59","09:00 - 09:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","9","11","1","2023-08-07 00:00:00","19393","WN","N414WN","3299","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1289208","32575","LAX","Los Angeles, CA","CA","California","1","15","6","-6","70","63","236","1","0","0","0","0","0","Less Than 250 Miles"
"11:00 - 11:59","09:00 - 09:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","9","11","1","2023-08-07 00:00:00","19393","WN","N7878A","1873","1323202","30977","MDW","Chicago, IL","IL","Illinois","1198603","31986","GRR","Grand Rapids, MI","MI","Michigan","7","10","3","-5","55","43","137","1","0","0","0","0","0","Less Than 250 Miles"
"11:00 - 11:59","10:00 - 10:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","10","11","1","2023-08-07 00:00:00","19393","WN","N8727M","2711","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1295407","32575","LGB","Long Beach, CA","CA","California","4","23","3","8","65","69","231","1","0","0","0","0","0","Less Than 250 Miles"
"11:00 - 11:59","10:00 - 10:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","10","11","1","2023-08-07 00:00:00","19393","WN","N570WN","3018","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1389101","32575","ONT","Ontario, CA","CA","California","1","28","4","9","60","68","197","1","0","0","0","0","0","Less Than 250 Miles"
"11:00 - 11:59","10:00 - 10:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","10","11","1","2023-08-07 00:00:00","19393","WN","N8582Z","1079","1289208","32575","LAX","Los Angeles, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","12","13","5","5","70","63","236","1","0","0","0","0","0","Less Than 250 Miles"
"11:00 - 11:59","10:00 - 10:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Carrier","16","2023-08-07 00:00:00","10","11","1","2023-08-07 00:00:00","19393","WN","N906WN","2789","1490803","32575","SNA","Santa Ana, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","17","13","6","16","65","64","226","1","8","0","0","0","8","Less Than 250 Miles"
"11:00 - 11:59","10:00 - 10:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","10","11","1","2023-08-07 00:00:00","19393","WN","N951WN","874","1082106","30852","BWI","Baltimore, MD","MD","Maryland","1412202","30198","PIT","Pittsburgh, PA","PA","Pennsylvania","7","13","6","3","60","56","210","1","0","0","0","0","0","Less Than 250 Miles"
"11:00 - 11:59","10:00 - 10:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Airport System","16","2023-08-07 00:00:00","10","11","1","2023-08-07 00:00:00","19393","WN","N250WN","3395","1537002","34653","TUL","Tulsa, OK","OK","Oklahoma","1125904","30194","DAL","Dallas, TX","TX","Texas","0","13","11","16","65","81","238","1","0","0","16","0","0","Less Than 250 Miles"
"11:00 - 11:59","10:00 - 10:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","10","11","1","2023-08-07 00:00:00","19393","WN","N8739L","714","1468305","33214","SAT","San Antonio, TX","TX","Texas","1219103","31453","HOU","Houston, TX","TX","Texas","19","10","5","9","60","50","192","1","0","0","0","0","0","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","11","12","1","2023-08-07 00:00:00","19393","WN","N8574Z","2886","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1426204","34262","PSP","Palm Springs, CA","CA","California","24","10","3","11","60","47","173","1","0","0","0","0","0","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Carrier","30","2023-08-07 00:00:00","11","12","1","2023-08-07 00:00:00","19393","WN","N8821S","2325","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1289208","32575","LAX","Los Angeles, CA","CA","California","43","13","8","30","75","62","236","1","19","0","0","0","11","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","11","12","1","2023-08-07 00:00:00","19393","WN","N940WN","2224","1129202","30325","DEN","Denver, CO","CO","Colorado","1110902","30189","COS","Colorado Springs, CO","CO","Colorado","7","17","6","-5","50","38","73","1","0","0","0","0","0","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","11","12","1","2023-08-07 00:00:00","19393","WN","N922WN","2117","1110902","30189","COS","Colorado Springs, CO","CO","Colorado","1129202","30325","DEN","Denver, CO","CO","Colorado","13","12","7","4","50","41","73","1","0","0","0","0","0","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","11","12","1","2023-08-07 00:00:00","19393","WN","N950WN","2950","1501606","31123","STL","St. Louis, MO","MO","Missouri","1319801","33198","MCI","Kansas City, MO","MO","Missouri","17","8","6","9","65","57","237","1","0","0","0","0","0","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Airport System","25","2023-08-07 00:00:00","11","12","1","2023-08-07 00:00:00","19393","WN","N763SW","2594","1295407","32575","LGB","Long Beach, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","9","34","3","25","65","81","231","1","6","0","16","0","3","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Late Aircraft","34","2023-08-07 00:00:00","11","12","1","2023-08-07 00:00:00","19393","WN","N437WN","1687","1389101","32575","ONT","Ontario, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","18","38","3","34","65","81","197","1","0","0","16","0","18","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","11","12","1","2023-08-07 00:00:00","19393","WN","N8809L","19","1125904","30194","DAL","Dallas, TX","TX","Texas","1219103","31453","HOU","Houston, TX","TX","Texas","11","10","6","4","65","58","239","1","0","0","0","0","0","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Late Aircraft","22","2023-08-07 00:00:00","11","12","1","2023-08-07 00:00:00","19393","WN","N969WN","20","1219103","31453","HOU","Houston, TX","TX","Texas","1125904","30194","DAL","Dallas, TX","TX","Texas","25","11","8","22","65","62","239","1","0","0","0","0","22","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Fly Time","0","2023-08-07 00:00:00","11","12","1","2023-08-07 00:00:00","19393","WN","N8749Q","2210","1082106","30852","BWI","Baltimore, MD","MD","Maryland","1393102","33667","ORF","Norfolk, VA","VA","Virginia","4","11","4","-5","55","46","159","1","0","0","0","0","0","Less Than 250 Miles"
"12:00 - 12:59","12:00 - 12:59","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","2023-08-07 00:00:00","Late Aircraft","16","2023-08-07 00:00:00","12","12","1","2023-08-07 00:00:00","19393","WN","N8720L","2899","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","1298202","32982","LIH","Lihue, HI","HI","Hawaii","20","16","9","16","50","46","102","1","0","0","0","0","16","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","Fly Time","0","2023-02-06 00:00:00","11","12","1","2023-02-06 00:00:00","19393","WN","N453WN","2470","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1289208","32575","LAX","Los Angeles, CA","CA","California","19","11","5","-1","75","55","236","1","0","0","0","0","0","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","Fly Time","0","2023-02-06 00:00:00","11","12","1","2023-02-06 00:00:00","19393","WN","N776WN","2364","1080003","32575","BUR","Burbank, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","14","16","4","2","75","63","223","1","0","0","0","0","0","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","Fly Time","0","2023-02-06 00:00:00","11","12","1","2023-02-06 00:00:00","19393","WN","N495WN","1141","1490803","32575","SNA","Santa Ana, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","3","12","5","-12","75","60","226","1","0","0","0","0","0","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","Fly Time","0","2023-02-06 00:00:00","11","12","1","2023-02-06 00:00:00","19393","WN","N8832H","1841","1125904","30194","DAL","Dallas, TX","TX","Texas","1042302","30423","AUS","Austin, TX","TX","Texas","1","11","3","-15","65","49","189","1","0","0","0","0","0","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","Airport System","29","2023-02-13 00:00:00","11","12","1","2023-02-13 00:00:00","19393","WN","N224WN","2752","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1389101","32575","ONT","Ontario, CA","CA","California","5","52","3","29","65","89","197","1","0","0","29","0","0","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","Airport System","26","2023-02-13 00:00:00","11","12","1","2023-02-13 00:00:00","19393","WN","N7849A","2470","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1289208","32575","LAX","Los Angeles, CA","CA","California","10","46","6","26","75","91","236","1","8","0","16","0","2","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","Carrier","46","2023-02-13 00:00:00","11","12","1","2023-02-13 00:00:00","19393","WN","N8767M","1905","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","1275804","32758","KOA","Kona, HI","HI","Hawaii","57","12","4","46","55","44","163","1","44","0","0","0","2","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","Airport System","38","2023-02-13 00:00:00","11","12","1","2023-02-13 00:00:00","19393","WN","N441WN","1141","1490803","32575","SNA","Santa Ana, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","15","41","4","38","75","98","226","1","0","0","38","0","0","Less Than 250 Miles"
"12:00 - 12:59","11:00 - 11:59","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","Fly Time","0","2023-02-13 00:00:00","11","12","1","2023-02-13 00:00:00","19393","WN","N8646B","1258","1082106","30852","BWI","Baltimore, MD","MD","Maryland","1412202","30198","PIT","Pittsburgh, PA","PA","Pennsylvania","9","18","6","4","65","60","210","1","0","0","0","0","0","Less Than 250 Miles"
"13:00 - 13:59","11:00 - 11:59","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","Late Aircraft","20","2023-02-06 00:00:00","11","13","1","2023-02-06 00:00:00","19393","WN","N8705Q","2409","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1295407","32575","LGB","Long Beach, CA","CA","California","32","14","3","20","70","58","231","1","0","0","0","0","20","Less Than 250 Miles"
"13:00 - 13:59","12:00 - 12:59","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","Fly Time","0","2023-02-06 00:00:00","12","13","1","2023-02-06 00:00:00","19393","WN","N256WN","1147","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1490803","32575","SNA","Santa Ana, CA","CA","California","9","21","3","8","65","64","226","1","0","0","0","0","0","Less Than 250 Miles"
"13:00 - 13:59","12:00 - 12:59","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","Fly Time","0","2023-02-06 00:00:00","12","13","1","2023-02-06 00:00:00","19393","WN","N8744B","969","1240203","32402","ITO","Hilo, HI","HI","Hawaii","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","10","11","4","7","60","57","216","1","0","0","0","0","0","Less Than 250 Miles"
"13:00 - 13:59","12:00 - 12:59","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","Fly Time","0","2023-02-06 00:00:00","12","13","1","2023-02-06 00:00:00","19393","WN","N1809U","1070","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","1383002","33830","OGG","Kahului, HI","HI","Hawaii","4","14","5","3","45","44","100","1","0","0","0","0","0","Less Than 250 Miles"
"13:00 - 13:59","12:00 - 12:59","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","Fly Time","0","2023-02-06 00:00:00","12","13","1","2023-02-06 00:00:00","19393","WN","N8548P","1286","1289208","32575","LAX","Los Angeles, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","6","12","7","1","70","65","236","1","0","0","0","0","0","Less Than 250 Miles"
"13:00 - 13:59","12:00 - 12:59","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","Fly Time","0","2023-02-06 00:00:00","12","13","1","2023-02-06 00:00:00","19393","WN","N8790Q","15","1219103","31453","HOU","Houston, TX","TX","Texas","1114008","31140","CRP","Corpus Christi, TX","TX","Texas","15","10","4","2","60","47","187","1","0","0","0","0","0","Less Than 250 Miles"
"13:00 - 13:59","13:00 - 13:59","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","2023-02-06 00:00:00","Fly Time","0","2023-02-06 00:00:00","13","13","1","2023-02-06 00:00:00","19393","WN","N449WN","443","1119302","33105","CVG","Cincinnati, OH","KY","Kentucky","1323202","30977","MDW","Chicago, IL","IL","Illinois","4","9","5","-7","70","59","249","1","0","0","0","0","0","Less Than 250 Miles"
"13:00 - 13:59","11:00 - 11:59","2023-02-14 00:00:00","2023-02-14 00:00:00","2023-02-13 00:00:00","2023-02-14 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","Airport System","35","2023-02-13 00:00:00","11","13","1","2023-02-13 00:00:00","19393","WN","N8743K","2409","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1295407","32575","LGB","Long Beach, CA","CA","California","-2","57","11","35","70","107","231","1","0","0","35","0","0","Less Than 250 Miles"
"13:00 - 13:59","12:00 - 12:59","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","Carrier","74","2023-02-13 00:00:00","12","13","1","2023-02-13 00:00:00","19393","WN","N7838A","975","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1080003","32575","BUR","Burbank, CA","CA","California","59","43","2","74","75","90","223","1","53","0","15","0","6","Less Than 250 Miles"
"13:00 - 13:59","12:00 - 12:59","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","Carrier","77","2023-02-13 00:00:00","12","13","1","2023-02-13 00:00:00","19393","WN","N489WN","1147","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","1490803","32575","SNA","Santa Ana, CA","CA","California","52","48","4","77","65","90","226","1","48","0","25","0","4","Less Than 250 Miles"
"13:00 - 13:59","12:00 - 12:59","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","Fly Time","0","2023-02-13 00:00:00","12","13","1","2023-02-13 00:00:00","19393","WN","N292WN","2368","1110902","30189","COS","Colorado Springs, CO","CO","Colorado","1129202","30325","DEN","Denver, CO","CO","Colorado","14","14","8","12","50","48","73","1","0","0","0","0","0","Less Than 250 Miles"
"13:00 - 13:59","12:00 - 12:59","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","Fly Time","0","2023-02-13 00:00:00","12","13","1","2023-02-13 00:00:00","19393","WN","N8772M","1062","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","1298202","32982","LIH","Lihue, HI","HI","Hawaii","4","17","4","2","45","43","102","1","0","0","0","0","0","Less Than 250 Miles"
"13:00 - 13:59","12:00 - 12:59","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","Late Aircraft","82","2023-02-13 00:00:00","12","13","1","2023-02-13 00:00:00","19393","WN","N8783L","1079","1383002","33830","OGG","Kahului, HI","HI","Hawaii","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","75","17","4","82","45","52","100","1","0","0","7","0","75","Less Than 250 Miles"
"13:00 - 13:59","12:00 - 12:59","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","Carrier","21","2023-02-13 00:00:00","12","13","1","2023-02-13 00:00:00","19393","WN","N8724J","1070","1217305","32134","HNL","Honolulu, HI","HI","Hawaii","1383002","33830","OGG","Kahului, HI","HI","Hawaii","16","17","8","21","45","50","100","1","16","0","5","0","0","Less Than 250 Miles"
"13:00 - 13:59","12:00 - 12:59","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","Airport System","92","2023-02-13 00:00:00","12","13","1","2023-02-13 00:00:00","19393","WN","N8802Q","1286","1289208","32575","LAX","Los Angeles, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","68","42","4","92","70","94","236","1","0","0","59","0","33","Less Than 250 Miles"
"13:00 - 13:59","12:00 - 12:59","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","Airport System","82","2023-02-13 00:00:00","12","13","1","2023-02-13 00:00:00","19393","WN","N969WN","2054","1080003","32575","BUR","Burbank, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","86","9","4","82","65","61","223","1","0","0","82","0","0","Less Than 250 Miles"
"13:00 - 13:59","12:00 - 12:59","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","Weather","81","2023-02-13 00:00:00","12","13","1","2023-02-13 00:00:00","19393","WN","N419WN","1317","1490803","32575","SNA","Santa Ana, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","69","29","5","81","70","82","226","1","0","56","12","0","13","Less Than 250 Miles"
"13:00 - 13:59","12:00 - 12:59","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","2023-02-13 00:00:00","Airport System","78","2023-02-13 00:00:00","12","13","1","2023-02-13 00:00:00","19393","WN","N910WN","352","1295407","32575","LGB","Long Beach, CA","CA","California","1288904","32211","LAS","Las Vegas, NV","NV","Nevada","66","21","8","78","70","82","231","1","0","0","78","0","0","Less Than 250 Miles"
